;;;;;;;;;;;
Listado de Precios ;;;;;;;;;;;
;;;;;;;;;;;
Cliente: Sin Establecer;;;;;;;;;;;
;;;;;;;;;;;
Tipo Cliente: Sin Establecer;;;;;;;;;;;
;;;;;;;;;;;
;;;% Comunes;;;Precios Originales;;;Precios con Descuentos;;
Cod Art.;descripcion;U.V.;%I.V.A.;%S.Lis;%Bonif;N.G.;I.V.A;Final;N.G;I.V.A;Final
2919           ;Marcus Gran Reserva Cabernet Franc;GENERICA;21,00;;;1.074,38;225,62;1.300,00;1.074,38;225,62;1.300,00
3310           ;Luigi Bosca Pinot Noir;GENERICA;21,00;;;1.628,10;341,90;1.970,00;1.628,10;341,90;1.970,00
4228           ;Piedra Negra Arroyo Grande Malbec S/Sulfitos;GENERICA;21,00;;;20.578,51;4.321,49;24.900,00;20.578,51;4.321,49;24.900,00
4740           ;Las Perdices Ala Colorada Cabernet Franc;GENERICA;21,00;;;22.826,45;4.793,55;27.620,00;22.826,45;4.793,55;27.620,00
MW020          ;Martino Superiore Malbec;GENERICA;21,00;;;3.152,89;662,11;3.815,00;3.152,89;662,11;3.815,00
9521           ;38 Familia Cabernet Sauvignon;GENERICA;21,00;;;152,89;32,11;185,00;152,89;32,11;185,00
11506          ;Staphyle Premium Cabernet Franc;GENERICA;21,00;;;9.504,13;1.995,87;11.500,00;9.504,13;1.995,87;11.500,00
138            ;Benegas Cabernet Sauvignon;GENERICA;21,00;;;2.512,40;527,60;3.040,00;2.512,40;527,60;3.040,00
9106           ;Bad Brother Facón Cab. Franc A. Lanús;GENERICA;21,00;;;44.462,81;9.337,19;53.800,00;44.462,81;9.337,19;53.800,00
12206          ;Bira Rosso D´Uco;GENERICA;21,00;;;14.049,59;2.950,41;17.000,00;14.049,59;2.950,41;17.000,00
3311           ;Gala 2 Cab Sau - Cab Franc - Merlot;GENERICA;21,00;;;991,74;208,26;1.200,00;991,74;208,26;1.200,00
705            ;Cavas San Julian Cabernet Sauvignon;GENERICA;21,00;;;16,53;3,47;20,00;16,53;3,47;20,00
4214           ;Piedra Negra Excelencia Malbec;GENERICA;21,00;;;23.140,50;4.859,50;28.000,00;23.140,50;4.859,50;28.000,00
6941           ;Octava Bassa;GENERICA;21,00;;;231,41;48,60;280,00;231,41;48,60;280,00
613            ;Angelica Malbec;GENERICA;21,00;;;702,48;147,52;850,00;702,48;147,52;850,00
6390           ;Bizzotto Reserva Blend;GENERICA;21,00;;;8.801,65;1.848,35;10.650,00;8.801,65;1.848,35;10.650,00
6375           ;Castore Sobresaliente Malbec Collovati;GENERICA;21,00;;;21.735,54;4.564,46;26.300,00;21.735,54;4.564,46;26.300,00
7036           ;Lorca Fantasia Cabernet Sauvignon;GENERICA;21,00;;;9.814,05;2.060,95;11.875,00;9.814,05;2.060,95;11.875,00
12050          ;Casillero Del Diablo Malbec Trivento;GENERICA;21,00;;;7.355,37;1.544,63;8.900,00;7.355,37;1.544,63;8.900,00
1653           ;Santa Julia Selección Mundial;GENERICA;21,00;;;125,62;26,38;152,00;125,62;26,38;152,00
7118           ;Laderas Del Valle Malbec;GENERICA;21,00;;;107,44;22,56;130,00;107,44;22,56;130,00
3416           ;Indomito Blend Kaiken;GENERICA;21,00;;;12.892,56;2.707,44;15.600,00;12.892,56;2.707,44;15.600,00
8320           ;Tukma Gran Corte (p16B);GENERICA;21,00;;;487,60;102,40;590,00;487,60;102,40;590,00
1706           ;Estancia Varietal Cabernet Sauvignon;GENERICA;21,00;;;18,60;3,90;22,50;18,60;3,90;22,50
183            ;Alpataco Pinot Noir;GENERICA;21,00;;;1.528,93;321,07;1.850,00;1.528,93;321,07;1.850,00
5001           ;Desierto 25 Blend;GENERICA;21,00;;;657,03;137,98;795,00;657,03;137,98;795,00
7231           ;Desquiciado Blend;GENERICA;21,00;;;702,48;147,52;850,00;702,48;147,52;850,00
5658           ;Bramare Appelation Cabernet Sauvignon;GENERICA;21,00;;;363,64;76,36;440,00;363,64;76,36;440,00
1212           ;Argento Artesano Malbec Cab. Franc;GENERICA;21,00;;;5.165,29;1.084,71;6.250,00;5.165,29;1.084,71;6.250,00
1242           ;Crux Cabernet Franc;GENERICA;21,00;;;991,74;208,26;1.200,00;991,74;208,26;1.200,00
7045           ;Lorca Opalo Syrah;GENERICA;21,00;;;14.710,74;3.089,26;17.800,00;14.710,74;3.089,26;17.800,00
11610          ;Pascual Toso Malbec;GENERICA;21,00;;;611,57;128,43;740,00;611,57;128,43;740,00
3244           ;Portillo Merlot;GENERICA;21,00;;;177,69;37,31;215,00;177,69;37,31;215,00
4816           ;Nietos Compañeros Tinto G. Riili;GENERICA;21,00;;;13.305,79;2.794,21;16.100,00;13.305,79;2.794,21;16.100,00
6801           ;Guayquil Blend Huarpe;GENERICA;21,00;;;35.619,84;7.480,17;43.100,00;35.619,84;7.480,17;43.100,00
7896           ;Atlantico Sur Pinot Noir Familia Deicas;GENERICA;21,00;;;10.123,97;2.126,03;12.250,00;10.123,97;2.126,03;12.250,00
9181           ;Gran Abito Blend;GENERICA;21,00;;;29.338,84;6.161,16;35.500,00;29.338,84;6.161,16;35.500,00
4003           ;Montesco Malbec;GENERICA;21,00;;;66,12;13,88;80,00;66,12;13,88;80,00
1698           ;José Zuccardi;GENERICA;21,00;;;909,09;190,91;1.100,00;909,09;190,91;1.100,00
9250           ;Nampe Malbec;GENERICA;21,00;;;157,03;32,98;190,00;157,03;32,98;190,00
4903           ;El Joven Equilibrista;GENERICA;21,00;;;421,49;88,51;510,00;421,49;88,51;510,00
2708           ;Pulenta Estate Cabernet Sauvignon;GENERICA;21,00;;;27.272,73;5.727,27;33.000,00;27.272,73;5.727,27;33.000,00
3321           ;Finca La Linda Bonarda;GENERICA;21,00;;;78,51;16,49;95,00;78,51;16,49;95,00
7103           ;Vulcano Cab Sau - Cab Franc;GENERICA;21,00;;;363,64;76,36;440,00;363,64;76,36;440,00
4851           ;Las Perdices Ala Colorada Tannat;GENERICA;21,00;;;22.826,45;4.793,55;27.620,00;22.826,45;4.793,55;27.620,00
4969           ;Giramundo Malbec;GENERICA;21,00;;;801,65;168,35;970,00;801,65;168,35;970,00
6373           ;Lamadrid Zun Zun Tinto;GENERICA;21,00;;;13.334,71;2.800,29;16.135,00;13.334,71;2.800,29;16.135,00
11920          ;2456 Malbec;GENERICA;21,00;;;16.528,93;3.471,07;20.000,00;16.528,93;3.471,07;20.000,00
1655           ;Tension Rivera MB PV;GENERICA;21,00;;;243,80;51,20;295,00;243,80;51,20;295,00
924            ;Los Pasos Cabernet Sauvignon;GENERICA;21,00;;;74,38;15,62;90,00;74,38;15,62;90,00
4037           ;Gran Sombrero Cabernet Sauvignon Huentala;GENERICA;21,00;;;19.008,26;3.991,74;23.000,00;19.008,26;3.991,74;23.000,00
5645           ;Benmarco Cabernet Franc Susana Balbo;GENERICA;21,00;;;8.623,97;1.811,03;10.435,00;8.623,97;1.811,03;10.435,00
BAT040         ;SERBAL Malbec Atamisque;GENERICA;21,00;;;11.074,38;2.325,62;13.400,00;11.074,38;2.325,62;13.400,00
1429           ;Pequeñas Producciones Cabernet Sauvignon;GENERICA;21,00;;;475,21;99,79;575,00;475,21;99,79;575,00
11608          ;Pascual Toso Reserva Cabernet Sauvignon;GENERICA;21,00;;;991,74;208,26;1.200,00;991,74;208,26;1.200,00
1801           ;Fin Del Mundo Reserva Pinot Noir;GENERICA;21,00;;;10.661,16;2.238,84;12.900,00;10.661,16;2.238,84;12.900,00
7087           ;Lorca Poetico Syrah;GENERICA;21,00;;;18.016,53;3.783,47;21.800,00;18.016,53;3.783,47;21.800,00
4812           ;Padres Ded. Blend G. Riili;GENERICA;21,00;;;25.702,48;5.397,52;31.100,00;25.702,48;5.397,52;31.100,00
MR002          ;Uno Malbec Antigal;GENERICA;21,00;;;14.049,59;2.950,41;17.000,00;14.049,59;2.950,41;17.000,00
VTVTBL393      ;GSM TRAPICHE;pesos;21,00;;;16.528,93;3.471,07;20.000,00;16.528,93;3.471,07;20.000,00
12028          ;Trievento Reserve Malbec 375cc.;GENERICA;21,00;;;1.652,89;347,11;2.000,00;1.652,89;347,11;2.000,00
7014           ;Yauquen Bonarda;GENERICA;21,00;;;65,29;13,71;79,00;65,29;13,71;79,00
9816           ;Gauchezco Magnun Malbec;GENERICA;21,00;;;41.322,31;8.677,69;50.000,00;41.322,31;8.677,69;50.000,00
6517           ;Joffré Gran Cabernet Sauvignon;GENERICA;21,00;;;16.528,93;3.471,07;20.000,00;16.528,93;3.471,07;20.000,00
8511           ;Mantra Cabernet Sauvignon;GENERICA;21,00;;;206,61;43,39;250,00;206,61;43,39;250,00
AÑ4964         ;Revancha Gran Malbec;GENERICA;21,00;;;1.900,83;399,17;2.300,00;1.900,83;399,17;2.300,00
13002          ;Tordos Malbec;GENERICA;21,00;;;371,90;78,10;450,00;371,90;78,10;450,00
8612           ;Urban Uco Blend;GENERICA;21,00;;;272,73;57,27;330,00;272,73;57,27;330,00
999            ;Altus Malbec Gualtallary;GENERICA;21,00;;;9.090,91;1.909,09;11.000,00;9.090,91;1.909,09;11.000,00
918            ;Los Pasos Mal-Cab;GENERICA;21,00;;;64,46;13,54;78,00;64,46;13,54;78,00
BIA030         ;Il Caprone Malbec;GENERICA;21,00;;;5.289,26;1.110,74;6.400,00;5.289,26;1.110,74;6.400,00
2017           ;Caballero de La Cepa Syrah;GENERICA;21,00;;;219,01;45,99;265,00;219,01;45,99;265,00
2773           ;De Moño Rojo Super CF;GENERICA;21,00;;;520,66;109,34;630,00;520,66;109,34;630,00
5101           ;Domiciano Barrancas Syrah;GENERICA;21,00;;;36,36;7,64;44,00;36,36;7,64;44,00
6381           ;Fuego Blanco Mb-Sy;GENERICA;21,00;;;16.107,44;3.382,56;19.490,00;16.107,44;3.382,56;19.490,00
2922           ;Marcus Gran Reserva Malbec;GENERICA;21,00;;;1.074,38;225,62;1.300,00;1.074,38;225,62;1.300,00
8703           ;Montes Outer Limits Pinot Noir;GENERICA;21,00;;;21.487,60;4.512,40;26.000,00;21.487,60;4.512,40;26.000,00
AÑ1308         ;Siesta Syrah 07;GENERICA;21,00;;;7.614,05;1.598,95;9.213,00;7.614,05;1.598,95;9.213,00
AÑ6303         ;Lamadrid Reserva Cabernet Sauvignon 2010;GENERICA;21,00;;;6.557,85;1.377,15;7.935,00;6.557,85;1.377,15;7.935,00
904            ;Septima Cabernet Sauvignon;GENERICA;21,00;;;90,91;19,09;110,00;90,91;19,09;110,00
AÑ56053        ;Marchiori Cuartel 2 2016;GENERICA;21,00;;;1.652,89;347,11;2.000,00;1.652,89;347,11;2.000,00
5655           ;Felino Merlot;GENERICA;21,00;;;355,37;74,63;430,00;355,37;74,63;430,00
7620           ;Gran Impaciente Malbec;GENERICA;21,00;;;181,82;38,18;220,00;181,82;38,18;220,00
3440           ;Kaiken Ultra Malbec;GENERICA;21,00;;;23.636,36;4.963,64;28.600,00;23.636,36;4.963,64;28.600,00
1303           ;Animal Cabernet Sauvignon;GENERICA;21,00;;;98,35;20,65;119,00;98,35;20,65;119,00
CA023          ;Caelum Gran Reserva Cabernet Sauvignon;GENERICA;21,00;;;3.884,30;815,70;4.700,00;3.884,30;815,70;4.700,00
6521           ;Joffré Expresiones Cabernet Sauvignon;GENERICA;21,00;;;5.702,48;1.197,52;6.900,00;5.702,48;1.197,52;6.900,00
7024           ;Lunta Malbec Mendel;GENERICA;21,00;;;4.049,59;850,41;4.900,00;4.049,59;850,41;4.900,00
4937           ;Anko Flor de Cardón Cab. Sauv. Cardones;GENERICA;21,00;;;1.024,79;215,21;1.240,00;1.024,79;215,21;1.240,00
101            ;Los Bocheros Malbec;GENERICA;21,00;;;10.330,58;2.169,42;12.500,00;10.330,58;2.169,42;12.500,00
6367           ;Durigutti Reserva Cabernet Sauvignon;GENERICA;21,00;;;27.768,60;5.831,40;33.600,00;27.768,60;5.831,40;33.600,00
642            ;Gran Enemigo;GENERICA;21,00;;;991,74;208,26;1.200,00;991,74;208,26;1.200,00
7116           ;Laderas Reserva Malbec;GENERICA;21,00;;;107,44;22,56;130,00;107,44;22,56;130,00
4801           ;Joyas de Familia Blend G. Riili;GENERICA;21,00;;;69.090,91;14.509,09;83.600,00;69.090,91;14.509,09;83.600,00
BDC004         ;Nido Del Tigre Cabernet Franc;GENERICA;21,00;;;14.876,03;3.123,97;18.000,00;14.876,03;3.123,97;18.000,00
2781           ;Pulenta Gran Cabernet Franc;GENERICA;21,00;;;79.338,84;16.661,16;96.000,00;79.338,84;16.661,16;96.000,00
615            ;Dv Catena Cab Cab 2005;GENERICA;21,00;;;826,45;173,55;1.000,00;826,45;173,55;1.000,00
LVGAL001       ;Galan Blend Magnun;GENERICA;21,00;;;157,03;32,98;190,00;157,03;32,98;190,00
9603           ;Albaflor Cabernet Sauvignon;GENERICA;21,00;;;231,41;48,60;280,00;231,41;48,60;280,00
5802           ;Sinfonia Cabernet Sauvignon;GENERICA;21,00;;;29,75;6,25;36,00;29,75;6,25;36,00
1371           ;Perlas Del Callejón Criolla;GENERICA;21,00;;;13.140,50;2.759,50;15.900,00;13.140,50;2.759,50;15.900,00
4953           ;Quieto Malbec;GENERICA;21,00;;;16.115,70;3.384,30;19.500,00;16.115,70;3.384,30;19.500,00
9703           ;Sin Fin Interminable Malbec;GENERICA;21,00;;;14.793,39;3.106,61;17.900,00;14.793,39;3.106,61;17.900,00
11507          ;Staphyle Premium Merlot;GENERICA;21,00;;;9.504,13;1.995,87;11.500,00;9.504,13;1.995,87;11.500,00
4607           ;Viñas de Narvaez Reserva;GENERICA;21,00;;;132,23;27,77;160,00;132,23;27,77;160,00
5212           ;Latente Select Bonarda Cuarto Surco;GENERICA;21,00;;;9.008,26;1.891,74;10.900,00;9.008,26;1.891,74;10.900,00
6331           ;Durigutti Hd Rva Malbec;GENERICA;21,00;;;30.247,93;6.352,07;36.600,00;30.247,93;6.352,07;36.600,00
1205           ;Casillero Del Diablo Cab. Sauv. Trivento;GENERICA;21,00;;;7.355,37;1.544,63;8.900,00;7.355,37;1.544,63;8.900,00
7512           ;Flm Coleccion Syrah;GENERICA;21,00;;;74,38;15,62;90,00;74,38;15,62;90,00
3111           ;Rivas Malbec Lopez;GENERICA;21,00;;;9.917,36;2.082,64;12.000,00;9.917,36;2.082,64;12.000,00
1923           ;Uruco Cabernet Sauvignon;GENERICA;21,00;;;16.528,93;3.471,07;20.000,00;16.528,93;3.471,07;20.000,00
4234           ;Bib Piedra Negra Malbec Organic;GENERICA;21,00;;;25.206,61;5.293,39;30.500,00;25.206,61;5.293,39;30.500,00
4036           ;Huentala Malbec La Isabel;GENERICA;21,00;;;42.975,21;9.024,79;52.000,00;42.975,21;9.024,79;52.000,00
5670           ;Sottano Merlot;GENERICA;21,00;;;189,26;39,74;229,00;189,26;39,74;229,00
6812           ;Lancatay Malbec;GENERICA;21,00;;;152,89;32,11;185,00;152,89;32,11;185,00
2921           ;Marcus Gran Reserva Pinot Noir;GENERICA;21,00;;;1.074,38;225,62;1.300,00;1.074,38;225,62;1.300,00
AÑ6103         ;Riccitelle The Apple Malbec 2011;GENERICA;21,00;;;3.595,04;754,96;4.350,00;3.595,04;754,96;4.350,00
5673           ;Barrabás by Judas;GENERICA;21,00;;;1.239,67;260,33;1.500,00;1.239,67;260,33;1.500,00
110            ;Cuesta Del Madero Clásico Tinto;GENERICA;21,00;;;1.404,96;295,04;1.700,00;1.404,96;295,04;1.700,00
1722           ;Los Helechos Cabernet Suavignon;GENERICA;21,00;;;8.429,75;1.770,25;10.200,00;8.429,75;1.770,25;10.200,00
9412           ;Carinae Odile Malbec;GENERICA;21,00;;;537,19;112,81;650,00;537,19;112,81;650,00
1014           ;Colome Lote Especial Bonarda;GENERICA;21,00;;;280,99;59,01;340,00;280,99;59,01;340,00
MW001          ;Norcelo Martino Wines;GENERICA;21,00;;;1.173,55;246,45;1.420,00;1.173,55;246,45;1.420,00
3208           ;Callia Syrah Bonarda;GENERICA;21,00;;;0,83;0,17;1,00;0,83;0,17;1,00
11106          ;Isaias Malbec Roble;GENERICA;21,00;;;247,93;52,07;300,00;247,93;52,07;300,00
4727           ;Lauren´S Agrelo Cab. Franc Casarena;GENERICA;21,00;;;3.659,50;768,50;4.428,00;3.659,50;768,50;4.428,00
7028           ;Mendel Cabernet Franc;GENERICA;21,00;;;7.024,79;1.475,21;8.500,00;7.024,79;1.475,21;8.500,00
AÑ34111        ;Atemporal Blend 2009;GENERICA;21,00;;;2.314,05;485,95;2.800,00;2.314,05;485,95;2.800,00
CA022          ;Caelum Gran Reserva Malbec;GENERICA;21,00;;;3.016,53;633,47;3.650,00;3.016,53;633,47;3.650,00
5515           ;A Corazon Abierto Noir Cabernet Franc;GENERICA;21,00;;;22.809,92;4.790,08;27.600,00;22.809,92;4.790,08;27.600,00
1652           ;Sta Julia Innovación Ekigaina;GENERICA;21,00;;;161,16;33,84;195,00;161,16;33,84;195,00
AÑ34073        ;Alta Vista Bonarda 2013;GENERICA;21,00;;;785,12;164,88;950,00;785,12;164,88;950,00
3504           ;Viniterra Select Carmenere;GENERICA;21,00;;;173,55;36,45;210,00;173,55;36,45;210,00
9711           ;La Resistencia Malbec Tajum Gapul;GENERICA;21,00;;;1.157,03;242,98;1.400,00;1.157,03;242,98;1.400,00
4950           ;Quieto Reserva;GENERICA;21,00;;;24.132,23;5.067,77;29.200,00;24.132,23;5.067,77;29.200,00
4956           ;Asa Nisi Masa Bonarda;GENERICA;21,00;;;404,96;85,04;490,00;404,96;85,04;490,00
108            ;Renacer Cabernet Franc;GENERICA;21,00;;;43.378,51;9.109,49;52.488,00;43.378,51;9.109,49;52.488,00
2703DP         ;Doña Paula Alturas Blend 969;GENERICA;21,00;;;18.347,11;3.852,89;22.200,00;18.347,11;3.852,89;22.200,00
5660           ;Felino Malbec;GENERICA;21,00;;;355,37;74,63;430,00;355,37;74,63;430,00
FM002          ;Vito Corleone Blend Mastrantonio;GENERICA;21,00;;;6.859,50;1.440,50;8.300,00;6.859,50;1.440,50;8.300,00
6417           ;Via Blanca Syrah;GENERICA;21,00;;;69,42;14,58;84,00;69,42;14,58;84,00
1811           ;La Poderosa Malbec;GENERICA;21,00;;;6.115,70;1.284,30;7.400,00;6.115,70;1.284,30;7.400,00
7025           ;Lunta Cabernet Sauvignon;GENERICA;21,00;;;446,28;93,72;540,00;446,28;93,72;540,00
502            ;La Primavera Bonarda;GENERICA;21,00;;;26,45;5,55;32,00;26,45;5,55;32,00
8445           ;Pasarisa Cabernet Sauvignon;GENERICA;21,00;;;219,01;45,99;265,00;219,01;45,99;265,00
998            ;Peñon de Agrelo Cab. Sauv. Lamadrid;GENERICA;21,00;;;23.140,50;4.859,50;28.000,00;23.140,50;4.859,50;28.000,00
9912           ;Bo Bó Zorritos Malbec Trapezio;GENERICA;21,00;;;6.347,11;1.332,89;7.680,00;6.347,11;1.332,89;7.680,00
2942           ;Corral de Palos Malbec;GENERICA;21,00;;;10.950,41;2.299,59;13.250,00;10.950,41;2.299,59;13.250,00
70001          ;Bonnie And Clyde Blend de Tintas;GENERICA;21,00;;;380,17;79,83;460,00;380,17;79,83;460,00
2506           ;Phebus Malbec;GENERICA;21,00;;;37,19;7,81;45,00;37,19;7,81;45,00
2019           ;Finca Flichman Misterio Malbec Organico;GENERICA;21,00;;;7.851,24;1.648,76;9.500,00;7.851,24;1.648,76;9.500,00
1215           ;Vinorum Premium Malbec;GENERICA;21,00;;;842,98;177,02;1.020,00;842,98;177,02;1.020,00
2917           ;Canale Old Malbec;GENERICA;21,00;;;239,67;50,33;290,00;239,67;50,33;290,00
1710           ;Texto Súbito Cab. Suavig - P.t Verd. Los Helechos;GENERICA;21,00;;;1.347,11;282,89;1.630,00;1.347,11;282,89;1.630,00
116            ;Decero Malbec;GENERICA;21,00;;;30.082,65;6.317,36;36.400,00;30.082,65;6.317,36;36.400,00
7049           ;Lorca Bib Blend 5 Litros;GENERICA;21,00;;;2.252,07;472,93;2.725,00;2.252,07;472,93;2.725,00
3211           ;Callia Magna Tannat;GENERICA;21,00;;;34,71;7,29;42,00;34,71;7,29;42,00
2524           ;Saurus Pinot Noir;GENERICA;21,00;;;6.738,84;1.415,16;8.154,00;6.738,84;1.415,16;8.154,00
5213           ;Tipo Syrah Cuarto Surco;GENERICA;21,00;;;6.528,93;1.371,07;7.900,00;6.528,93;1.371,07;7.900,00
2016           ;Caballero de La Cepa Red Blend;GENERICA;21,00;;;219,01;45,99;265,00;219,01;45,99;265,00
6101           ;Riccitelli Republica Malbec;GENERICA;21,00;;;1.553,72;326,28;1.880,00;1.553,72;326,28;1.880,00
4926           ;Zaha Malbec;GENERICA;21,00;;;7.140,50;1.499,50;8.640,00;7.140,50;1.499,50;8.640,00
1205           ;Barrandica Cabernet Sauvignon;GENERICA;21,00;;;45,46;9,55;55,00;45,46;9,55;55,00
911            ;Septima Malbec  Cab. Sauv.;GENERICA;21,00;;;20,66;4,34;25,00;20,66;4,34;25,00
1303           ;Tatu Sirah Ernesto Catena;GENERICA;21,00;;;11.239,67;2.360,33;13.600,00;11.239,67;2.360,33;13.600,00
8010           ;Secreto Roble Malbec;GENERICA;21,00;;;177,69;37,31;215,00;177,69;37,31;215,00
636            ;Dv Catena Pinot Pinot;GENERICA;21,00;;;388,43;81,57;470,00;388,43;81,57;470,00
3214           ;Cafayate Gran Linaje Malbec;GENERICA;21,00;;;570,25;119,75;690,00;570,25;119,75;690,00
6400           ;Don Nicasio Assemb Ill Iaccarini;GENERICA;21,00;;;18.181,82;3.818,18;22.000,00;18.181,82;3.818,18;22.000,00
AÑ49111        ;Finca La Escuela 2011;GENERICA;21,00;;;1.652,89;347,11;2.000,00;1.652,89;347,11;2.000,00
4071           ;Martir Malbec;GENERICA;21,00;;;909,09;190,91;1.100,00;909,09;190,91;1.100,00
8211           ;D. Bousquet Virgen Cab. Sauv.;GENERICA;21,00;;;10.000,00;2.100,00;12.100,00;10.000,00;2.100,00;12.100,00
9203           ;Los Haroldos Estate Cabernet Sauvignon;GENERICA;21,00;;;206,61;43,39;250,00;206,61;43,39;250,00
9210           ;Los Haroldos Reserva Malbec;GENERICA;21,00;;;818,18;171,82;990,00;818,18;171,82;990,00
12405          ;Malma Pinot Noir Finca La Papay;GENERICA;21,00;;;15.619,84;3.280,17;18.900,00;15.619,84;3.280,17;18.900,00
2104           ;Vinyes Ocults Blend;GENERICA;21,00;;;5.950,41;1.249,59;7.200,00;5.950,41;1.249,59;7.200,00
11611          ;Pascual Toso Cabernet Sauvignon;GENERICA;21,00;;;611,57;128,43;740,00;611,57;128,43;740,00
11204          ;Alchimia Lujo Moderno Petit Verdot;GENERICA;21,00;;;785,12;164,88;950,00;785,12;164,88;950,00
9902           ;Petit Bo Bó Trapezio;GENERICA;21,00;;;6.347,11;1.332,89;7.680,00;6.347,11;1.332,89;7.680,00
4404           ;Tempus Malbec;GENERICA;21,00;;;743,80;156,20;900,00;743,80;156,20;900,00
3704           ;Benjamin Naturaleza;GENERICA;21,00;;;26,45;5,55;32,00;26,45;5,55;32,00
AÑ8112         ;Luna Syrah 2011 La Anita;GENERICA;21,00;;;1.157,03;242,98;1.400,00;1.157,03;242,98;1.400,00
MW007          ;Martino Malbec;GENERICA;21,00;;;4.595,04;964,96;5.560,00;4.595,04;964,96;5.560,00
12305          ;Ferraro Wines Reserva Carmere;GENERICA;21,00;;;8.264,46;1.735,54;10.000,00;8.264,46;1.735,54;10.000,00
MR004          ;Uno Blend Antigal;GENERICA;21,00;;;14.049,59;2.950,41;17.000,00;14.049,59;2.950,41;17.000,00
309            ;Avena Rva Blend;GENERICA;21,00;;;80,99;17,01;98,00;80,99;17,01;98,00
4235           ;Bib Piedra Negra Reserva Malbec;GENERICA;21,00;;;13.223,14;2.776,86;16.000,00;13.223,14;2.776,86;16.000,00
11504          ;Staphyle Part. Ltda. Cabernet Franc;GENERICA;21,00;;;1.743,80;366,20;2.110,00;1.743,80;366,20;2.110,00
3450           ;Kaiken Mai;GENERICA;21,00;;;104.710,74;21.989,26;126.700,00;104.710,74;21.989,26;126.700,00
1721           ;Los Helechos Malbec;GENERICA;21,00;;;8.429,75;1.770,25;10.200,00;8.429,75;1.770,25;10.200,00
5622           ;Crios Cab. Sauv. Susana Balbo;GENERICA;21,00;;;10.322,31;2.167,69;12.490,00;10.322,31;2.167,69;12.490,00
11007          ;Domingo Molina Merlot;GENERICA;21,00;;;4.214,88;885,12;5.100,00;4.214,88;885,12;5.100,00
9402           ;Carinae Hommage Malbec;GENERICA;21,00;;;1.652,89;347,11;2.000,00;1.652,89;347,11;2.000,00
3435           ;Valbona Legado Ancellotta Augusto P.;GENERICA;21,00;;;4.958,68;1.041,32;6.000,00;4.958,68;1.041,32;6.000,00
2811           ;Petit Fleur Malbec;GENERICA;21,00;;;231,41;48,60;280,00;231,41;48,60;280,00
3421           ;Kaiken Corte Malbec;GENERICA;21,00;;;801,65;168,35;970,00;801,65;168,35;970,00
7119           ;Laderas Del Valle Cabernet Sauvignon;GENERICA;21,00;;;90,91;19,09;110,00;90,91;19,09;110,00
6397           ;Durigutti Carmela Rva Malbec;GENERICA;21,00;;;30.247,93;6.352,07;36.600,00;30.247,93;6.352,07;36.600,00
2009           ;Misterio Cabernet Sauvignon;GENERICA;21,00;;;5.702,48;1.197,52;6.900,00;5.702,48;1.197,52;6.900,00
9108           ;Bad Brothers Facón Cab. Sau. A. Lanuús;GENERICA;21,00;;;44.462,81;9.337,19;53.800,00;44.462,81;9.337,19;53.800,00
